id,prospect_id,isnewleadprimary,assigned_to_user_id,position_role_id,leadid,name1,name2,email1,email2,mobile1,mobile2,landline1,landline2,camp_name,camp_id,reason,lastcalldate,cool_off_flag,cool_off_timestamp,is_member,product_id,interested,dnc_flag,is_active_lead_primary,hfrp_id,type_of_lead,handheld,qualified,qualified_at,qma_date,qma_flag,sms_confirmed,refer_id,age_group,offer,active_lead_id,web_data_source,city,data_collt_date,lead_stage,pullpushflag,status,lead_score,lead_status,lead_call_status,is_active,reason_for_interested,reason_for_followup,reason_for_qualified,callback_date,app_date,venue_list,app_address,app_location,pincode,remark,no_of_calls,no_of_call_attempts,landmark,sales_owner,marital_status,car_model,car_make,campaign_sub_type,price_bracket,occupation,last_call_date,promoter_name,promoter_agency,owner_user_id,keyword,placement,event_string,mobile_device,time_spent,os,concatenated_string,voucher_no,coupon_status,coupon_gen_date,voucher_valid_upto,car_make1,car_model1,car_make2,car_model2,type,team,calldisabled,opc_level_info,data_collection_date,preferredTime,prospectcity,prospectcountry,cardtype,frequentflyer,doyouownacar,daysholidaysinayr,adv_holiday_planned,refersourceId,datasource,source,mobiledevice,concatstring,lead_control_location,excel_type,is_web,is_excel,is_opportunity,opportunity_id,ib_lead_id,preferred_communication,preferred_day,preferred_time,device,response_coupon_no,web_accessed_from,device_serial_no,guest_member_flag,hep_member_id,lead_generated_user_2,no_of_times_leads_created,HFRP_referred_by,reason_for_rejection,reason_for_inactivation,cool_off_end_date,hep_average_rating,fresh_lead,hep_checkin_date,cooloff_end_date,referred_prospect_first_name,hep_source_name,hfrp_member_id,lead_generated_user_1,prname,reason_rej_inactive,is_segment,reason_id,created_at,created_by,updated_by,updated_at,track_record_id,is_customer
78,P-16fobqp4e7,Y,NULL,126,L-gh4he0nrxu,Test_288.,,,,7000000292,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-9c75nmkuan,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
79,P-bvdaswacfo,Y,NULL,126,L-5gxwiwd8jq,Test_289.,,,,7000000293,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-itk61zjmup,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
80,P-l6fiow5h49,Y,NULL,126,L-f8xx1smmod,Test_290.,,,,7000000294,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-n6tvyei7x4,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
81,P-l9q9uadq24,Y,NULL,126,L-lsxpdnbh39,Test_291.,,,,7000000295,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-4uifxorqw8,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
82,P-gobafueadr,Y,NULL,126,L-fsuov0irjz,Test_292.,,,,7000000296,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-oozbls0ko9,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
83,P-c7xbqn513x,Y,NULL,126,L-2vvhzstgqa,Test_293.,,,,7000000297,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-raphq73iay,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
84,P-7wen7dne0j,Y,NULL,126,L-h4sj66nq3n,Test_294.,,,,7000000298,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-lqufadvzpk,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
85,P-6iq8adjv5l,Y,NULL,126,L-esdz0dmf99,Test_295.,,,,7000000299,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-75hrz1vs6i,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
86,P-dr0we25s0m,Y,NULL,126,L-fu378rvve5,Test_296.,,,,7000000300,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-9dim0qde09,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
87,P-rqmz4ggwlk,Y,NULL,126,L-2mddowjrny,Test_297.,,,,7000000301,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-frc726h3ys,NULL,8,NULL,Hot,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
88,P-6bwe0g2fpo,Y,NULL,0,L-33tkck5zyy,Test_298.,,,,7000000302,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-e9xo9o3g4n,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
89,P-n2j0mk94vf,Y,NULL,0,L-q4bej62w8f,Test_299.,,,,7000000303,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-cjz5nqhwbj,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
90,P-sj17llokxg,Y,NULL,0,L-ed20f41lhq,Test_300.,,,,7000000304,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-foxyawroki,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
91,P-odnhfb3c3b,Y,NULL,0,L-fvbrbobi1r,Test_301.,,,,7000000305,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-mb725wcohi,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
92,P-6bmadk3wlg,Y,NULL,0,L-6tlh8a6vuo,Test_302.,,,,7000000306,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-a8yoi87vpg,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
93,P-mvskv8nzia,Y,NULL,0,L-cwjhgvkcha,Test_303.,,,,7000000307,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-j5ishxor5i,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
94,P-7i96cw1raj,Y,NULL,0,L-53gi0pjatu,Test_304.,,,,7000000308,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-jwauaagd6h,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,Y
95,P-gf9auqs7c2,Y,NULL,0,L-77ij1d2o4s,Test_305.,,,,7000000309,,,,Nov 2018 PRO Malls EA Mall Chennai,101,NULL,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-pllj1at7sm,NULL,0,NULL,No Stage,push,Active,0.02765,9,1,Y,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,11/23/2018 11:26,NULL,NULL,11/23/2018 11:26,,N
96,P-j98gfaqkr9,Y,NULL,0,L-h6sp8p0vdm,Test_256.,,,,7000000260,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-iweckmisaa,NULL,13,NULL,Warm,push,Rejected,0.01058,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,169,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
97,P-q1ou7sl08p,Y,NULL,0,L-krieco0cek,Test_257.,,,,7000000261,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-4n9cispmjt,NULL,13,NULL,Warm,push,Rejected,0.0094,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,174,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
98,P-4li8etg6fs,Y,NULL,0,L-asut3yh6rv,Test_258.,,,,7000000262,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-bt8mph9mhn,NULL,13,NULL,Warm,push,Rejected,0.01112,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,243,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
99,P-fa76s5n198,Y,NULL,0,L-ezxpmqdcds,Test_259.,,,,7000000263,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-p9xkud6hdu,NULL,13,NULL,Warm,push,Rejected,0.01488,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,170,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
100,P-3okc9xqn87,Y,NULL,0,L-8wmjid00ci,Test_260.,,,,7000000264,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-7ignas7g6o,NULL,13,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
101,P-jtdjwlahmb,Y,NULL,126,L-52833qajtt,Test_261.,,,,7000000265,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-kz8mqn93ti,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
